Sentença;Entidade 1;Tipo Entidade 1;Relacao;Entidade 2;Tipo Entidade 2
Até o final deste ano , o Cilia espera chegar a um milhão de orçamentos , com a ajuda do Fasttrack .;Fasttrack;ORG;com a ajuda do;Cilia;PER
Bancos legados têm de se esforçar muito se quiserem sobreviver mais um século como grandes presenças no mundo do banco digital Novos bancos europeus como Monzo e N26 expandem suas operações para novos mercados e um número crescente de outros players financeiros lançam suítes de produtos e serviços projetados para atrair clientes de instituições financeiras (FIs , do inglês financial institutions ) tradicionais .;Monzo;ORG;;N26;ORG
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Votorantim;ORG;;Olivia;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Votorantim;ORG;;Lucas Moraes;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Votorantim;ORG;do;Ermírio de Moraes;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Votorantim;ORG;;Itaú;ORG
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Votorantim;ORG;;Banco do Brasil;ORG
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Itaú;ORG;;Olivia;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Itaú;ORG;;Lucas Moraes;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Itaú;ORG;;Ermírio de Moraes;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Itaú;ORG;;Banco do Brasil;ORG
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Banco do Brasil;ORG;;Olivia;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Banco do Brasil;ORG;;Lucas Moraes;PER
O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial .;Banco do Brasil;ORG;;Ermírio de Moraes;PER
Para simplificar o processo e aproximar novos investidores desse universo , a corretora Easynvest lançou nesta segunda-feira , em São Paulo , uma plataforma voltada exclusivamente à renda variável – que contempla ativos como ações e fundos imobiliários .;Easynvest;ORG;lançou;São Paulo;PLC
Apenas nesta semana , o banco Bradesco realizou investimentos em duas startups por meio do braço de investimento corporativo InovaBra Ventures .;Bradesco;ORG;realizou investimentos em duas startups por meio do braço de investimento corporativo;InovaBra Ventures;ORG
Temos muitos clientes que dizem que estando conosco e querem fechar suas contas no outro banco , mas não conseguem porque tem um seguro , um empréstimo consignado lá” , diz David Vélez , cofundador do Nubank .;Nubank;ORG;cofundador de;David Vélez;PER
Essa modalidade , segundo levantamento feito pelo Sebrae até a segunda quinzena de agosto , já realizou 23 operações em Mato Grosso do Sul , com taxa de juros que varia de 3,5 % a 6,5% .;Sebrae;ORG;;Mato Grosso do Sul;PLC
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;CEO;ORG;;Piero Contezini;PER
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;CEO;ORG;;Asaas;ORG
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;CEO;ORG;;FIDC;ORG
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;Asaas;ORG;CEO de;Piero Contezini;PER
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;Asaas;ORG;por;FIDC;ORG
Segundo Piero Contezini , CEO do Asaas , pelo FIDC , é possível antecipar até R$ 150 milhões mensalmente , o que possibilita maior capital de giro para os pequenos negócios .;FIDC;ORG;;Piero Contezini;PER
O sistema dispensa fiador e tem taxas mais baixas do que as cobradas por seguradoras” , explica Fábio Cruz , CTO da CredPago .;CTO;ORG;;Fábio Cruz;PER
O sistema dispensa fiador e tem taxas mais baixas do que as cobradas por seguradoras” , explica Fábio Cruz , CTO da CredPago .;CTO;ORG;;CredPago;ORG
O sistema dispensa fiador e tem taxas mais baixas do que as cobradas por seguradoras” , explica Fábio Cruz , CTO da CredPago .;CredPago;ORG;CTO de;Fábio Cruz;PER
Segundo o levantamento , a Região Sudeste é seguida pela Sul , com 257 startups do agro .;Sul;ORG;seguida por;Região Sudeste;PLC
Com isso , a Giro.Tec h garante ao FIDC um risco muito menor de calotes ou fraudes .;Giro.Tec;ORG;garante a;FIDC;ORG
Em maio , o Instituto Sicoob irá realizar , em parceria com o Planejar (Associação Brasileira de Planejadores Financeiros) , uma ação gratuita de orientação financeira , aberta ao público , alinhada à 5ª Semana Nacional de Educação Financeira do Banco Central (BACEN) .;Instituto Sicoob;ORG;; Banco Central;ORG
O Facebook procurou JP Morgan Chase , Wells Fargo , Citigroup e US .;Facebook;ORG; procurou; JP Morgan Chase;ORG
A startup Neon Pagamentos anunciou ontem parceria com o Banco Votorantim – a partir de agora , a instituição vai assumir a custódia e liquidação de todos os produtos financeiros da startup .;Neon Pagamentos;ORG; anunciou ontem parceria com; Banco Votorantim;ORG
O acordo foi anunciado pela startup de serviços financeiros (fintech) três dias após o Banco Central anunciar a liquidação do Banco Neon , antigo Pottencial , o que ocasionou a suspensão de parte das operações financeiras da Neon Pagamentos , do empreendedor Pedro Conrade .;Banco Central;ORG; anunciar a liquidação de; Banco Neon;ORG
A Apple deve lançar seu próprio cartão de crédito em parceria com o banco Goldman Sachs , aponta uma reportagem do The Wall Street Journal .;Apple;ORG; em parceria com; Goldman Sachs;ORG
A Apple deve lançar seu próprio cartão de crédito em parceria com o banco Goldman Sachs , aponta uma reportagem do The Wall Street Journal .;Apple;ORG;; The Wall Street Journal;ORG
Preocupada em expandir a sua área de atuação e em tornar a experiência dentro de um banco mais agradável , a Havanna fecha parceria com o Santander para inaugurar um novo modelo de negócios .;Havanna;ORG; fecha parceria com; Santander;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Cubo Itaú;ORG; espaço de fomento; Itaú Unibanco;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Cubo Itaú;ORG;; Redpoint;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Cubo Itaú;ORG; firmar parceria com; Business Lab;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Cubo Itaú;ORG;; Groupe PSA;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Cubo Itaú;ORG;; Peugeot;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Cubo Itaú;ORG;; Citroën;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Itaú Unibanco;ORG; junto a; Redpoint;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Itaú Unibanco;ORG;; Business Lab;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Itaú Unibanco;ORG;; Groupe PSA;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Itaú Unibanco;ORG;; Peugeot;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Itaú Unibanco;ORG;; Citroën;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Redpoint;ORG;; Business Lab;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Redpoint;ORG;; Groupe PSA;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Redpoint;ORG;; Peugeot;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Redpoint;ORG;; Citroën;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Business Lab;ORG; montadora francesa; Groupe PSA;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Business Lab;ORG;; Peugeot;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Business Lab;ORG;; Citroën;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Groupe PSA;ORG;dona das marcas; Peugeot;ORG
O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën .;Groupe PSA;ORG;dona das marcas; Citroën;ORG
Desenvolvido pelo Instituto Sicoob em parceria com o Sescoop/PR , neste ano o Programa Cooperjovem chegou a mais um município da área de atuação do Sicoob Metropolitano .;Instituto Sicoob;ORG; em parceria com; Sescoop/PR;ORG
"Temos como propósito oferecer um impacto positivo e consciente na utilização do crédito"" , comenta Carlos Giovane , presidente do Banco CBSS .";Banco CBSS;ORG; presidente de; Carlos Giovane;PER
A fim de reafirmar a sua presença nesse território , o Bradesco lança sua nova estratégia de comunicação para os Esportes , que inclui campanha criada pela Publicis Brasil com histórias reais de esportistas anônimos e famosos , além da série “Desafio pra frente” , desenvolvida em parceria com a ESPN , que tem a participação de profissionais da rede de esportes .;Bradesco;ORG; desenvolvida em parceria com; ESPN;ORG
A fim de reafirmar a sua presença nesse território , o Bradesco lança sua nova estratégia de comunicação para os Esportes , que inclui campanha criada pela Publicis Brasil com histórias reais de esportistas anônimos e famosos , além da série “Desafio pra frente” , desenvolvida em parceria com a ESPN , que tem a participação de profissionais da rede de esportes .;Publicis Brasil;ORG; desenvolvida em parceria com; ESPN;ORG
A HID Global , em parceria com a Recognition , empresa brasileira dedicada a fabricação e integração de automação bancária , anuncia o lançamento do TCR – Totem de Captura Remota , a primeira solução de totem de autoatendimento com depósito de cheques sem envelope do país .;HID Global;ORG; em parceria com; Recognition;ORG
Atualmente , o serviço de acesso a crédito do Serasa Empreendedor conta com fintechs , como Nexoos , Biz Capital , Biva e Tutu Digital .;Serasa Empreendedor;ORG; conta com; Biva;ORG
A sede do banco CBSS , em Alphaville , na Grande São Paulo , pouco lembra o ambiente sisudo do mercado financeiro .;CBSS;ORG; em; Alphaville;ORG
A American Express fez um acordo com a Amazon para lançar um cartão para pequenas e médias empresas .;American Express;ORG;; Amazon;ORG
A startup argentina Ripio , carteira digital mobile para serviços financeiros que possui operação no Brasil , e fechou uma parceria com o Mercado Pago , empresa de tecnologia de serviços de pagamentos do grupo Mercado Livre .;Mercado Pago;ORG; fechou uma parceria com; Ripio;ORG
A startup argentina Ripio , carteira digital mobile para serviços financeiros que possui operação no Brasil , e fechou uma parceria com o Mercado Pago , empresa de tecnologia de serviços de pagamentos do grupo Mercado Livre .;Mercado Pago;ORG;; Brasil;PLC
A startup argentina Ripio , carteira digital mobile para serviços financeiros que possui operação no Brasil , e fechou uma parceria com o Mercado Pago , empresa de tecnologia de serviços de pagamentos do grupo Mercado Livre .;Mercado Pago;ORG; empresa de tecnologia de serviços de pagamentos; Mercado Livre;ORG
A startup argentina Ripio , carteira digital mobile para serviços financeiros que possui operação no Brasil , e fechou uma parceria com o Mercado Pago , empresa de tecnologia de serviços de pagamentos do grupo Mercado Livre .;Mercado Livre;ORG; fechou uma parceria com; Ripio;ORG
A startup argentina Ripio , carteira digital mobile para serviços financeiros que possui operação no Brasil , e fechou uma parceria com o Mercado Pago , empresa de tecnologia de serviços de pagamentos do grupo Mercado Livre .;Mercado Livre;ORG;; Brasil;PLC
"A iniciativa é uma parceria com um dos mais conceituados institutos educacionais e de pesquisa agrícola do País : a Escola Superior de Agricultura ""Luiz de Queiroz"" , a Esalq , da Universidade de São Paulo";Esalq;ORG; de; Universidade de São Paulo;ORG
Depois de investir em uma área voltada exclusivamente para ferramentas digitais , a Chubb , uma das maiores seguradoras do mundo , passou a realizar no Brasil lançamentos de seguros por afinidade que se destacam pelo alto nível da tecnologia utilizada .;Chubb;ORG; realizar em; Brasil;PLC
“As iniciativas estão sendo feitas em parceria com corretores de seguros , startups , insurtechs e organizações de diferentes setores” , diz Laercio Cerboncini , responsável pela área digital da Chubb no Brasil .;Chubb;ORG; em; Brasil;PLC
A Rede , credenciadora de cartões controlada pelo Itaú Unibanco , negocia uma parceria com a americana First Data , apurou o Valor .;Rede;ORG; credenciadora de cartões controlada por; Itaú Unibanco;ORG
A Rede , credenciadora de cartões controlada pelo Itaú Unibanco , negocia uma parceria com a americana First Data , apurou o Valor .;Rede;ORG; negocia uma parceria com; First Data;ORG
A Rede , credenciadora de cartões controlada pelo Itaú Unibanco , negocia uma parceria com a americana First Data , apurou o Valor .;Itaú Unibanco;ORG;; First Data;ORG
Pelo acordo , a Rede continuaria com a distribuição de maquininhas e a First Data faria o processamento das transações .;Rede;ORG; continuaria com; First Data;ORG
A RecargaPay , carteira de pagamentos digitais líder do Brasil , anuncia parceria com a Mastercard para oferecer aos seus 10 milhões de clientes o mais novo serviço da fintech : o cartão pré-pago .;RecargaPay;ORG;; Brasil;PLC
A RecargaPay , carteira de pagamentos digitais líder do Brasil , anuncia parceria com a Mastercard para oferecer aos seus 10 milhões de clientes o mais novo serviço da fintech : o cartão pré-pago .;RecargaPay;ORG; anuncia parceria com; Mastercard;ORG
A RecargaPay , carteira de pagamentos digitais líder do Brasil , anuncia parceria com a Mastercard para oferecer aos seus 10 milhões de clientes o mais novo serviço da fintech : o cartão pré-pago .;Brasil;PLC;; Mastercard;ORG
Como não é uma instituição financeira , o Mercado Pago conta com parceria com o Banco Topázio , do Rio Grande do Sul , e da financeira Money Plus para emprestar ao ecossistema do Mercado Livre .;Banco Topázio;ORG; de; Rio Grande do Sul;PLC
A empresa de contas de pagamentos WEX fechou parceria com a bandeira de cartões Visa no Brasil , em um desdobramento da entrada em vigor no país da lei que permite que trabalhadores recebam salário em contas não bancárias .;WEX;ORG; fechou parceria com; Visa;ORG
A empresa de contas de pagamentos WEX fechou parceria com a bandeira de cartões Visa no Brasil , em um desdobramento da entrada em vigor no país da lei que permite que trabalhadores recebam salário em contas não bancárias .;WEX;ORG; fechou parceria com; Brasil;PLC
A empresa de contas de pagamentos WEX fechou parceria com a bandeira de cartões Visa no Brasil , em um desdobramento da entrada em vigor no país da lei que permite que trabalhadores recebam salário em contas não bancárias .;Visa;ORG; em; Brasil;PLC
Após firmar parceria com o Banco do Estado do Rio Grande do Sul (Banrisul) , em conjunto com a Banrisul Cartões , a empresa anunciará , em menos de um mês , acordo para atuar com o mineiro BMG .;Banco do Estado do Rio Grande do Sul;ORG; em conjunto com; Banrisul Cartões;ORG
Essas operações passam a ser possíveis a partir de parceria da ABFintechs (associação que reúne as startups do setor financeiro ) com a empresa Saque e Pague , que possui rede de 1.1 0 caixas de autoatendimento .;ABFintechs;ORG; com; Saque e Pague;ORG
"A iniciativa , realizada em parceria com a ACE , eleita três vezes como melhor aceleradora da América Latina , prevê a realização de parcerias e projetos piloto com a instituição financeira , empresas parceiras , fornecedores e demais integrantes de seu ecossistema. O programa busca startups que atuem em três áreas : (i ) eficiência operacional (principalmente e em Meios de Pagamentos , Crédito para PMEs , energia , etc.) ; (ii ) relacionamento com o cliente (experiência a digital , assertividade com a base de clientes e compliance) ; e (iii ) disrupção (oportunidade s de negócios para o Banco e empresas parceiras em mercados como commodities , crédito e seguros , por exemplo) .";ACE;ORG;; Banco;ORG
"A iniciativa , realizada em parceria com a ACE , eleita três vezes como melhor aceleradora da América Latina , prevê a realização de parcerias e projetos piloto com a instituição financeira , empresas parceiras , fornecedores e demais integrantes de seu ecossistema. O programa busca startups que atuem em três áreas : (i ) eficiência operacional (principalmente e em Meios de Pagamentos , Crédito para PMEs , energia , etc.) ; (ii ) relacionamento com o cliente (experiência a digital , assertividade com a base de clientes e compliance) ; e (iii ) disrupção (oportunidade s de negócios para o Banco e empresas parceiras em mercados como commodities , crédito e seguros , por exemplo) .";Banco;ORG;; América Latina;PLC
Uma pesquisa realizada pelo Sebrae em parceria com a Associação Brasileira de Fintechs (ABFintechs ) revelou que as micro e pequenas empresas , definidas desta forma por serem negócios que faturam até R$ 4, 8 milhões por ano , formam a maior parte da carteira de clientes de 40% das fintechs do país. O trabalho revelou também que menos de 15% das startups financeiras trabalham exclusivamente com o consumidor (B2C) .;Sebrae;ORG; em parceria com; Associação Brasileira de Fintechs (ABFintechs;ORG
Programa Amigo , programa de fidelidade da Avianca fecha parceria com o Banrisul;Avianca;ORG; fecha parceria com; Banrisul;ORG
Banco do Brasil , em parceria com a ABFintechs (associação Brasileira de Fintechs ) e Startup Farm , vai selecionar fintechs para entrar na sua plataforma de Open Banking , lançada há um ano .;Banco do Brasil;ORG; em parceria com; ABFintechs (associação Brasileira de Fintechs;ORG
Banco do Brasil , em parceria com a ABFintechs (associação Brasileira de Fintechs ) e Startup Farm , vai selecionar fintechs para entrar na sua plataforma de Open Banking , lançada há um ano .;Banco do Brasil;ORG; em parceria com; Startup Farm;ORG
Para isso , o Banco do Brasil estará presente no Fintouch 2018 .;Banco do Brasil;ORG; estará presente em; Fintouch;ORG
O Google , da Alphabet , está fazendo parceria com quatro bancos indianos para conceder empréstimos ao consumidor pela internet , enquanto a luta pelo mercado financeiro digital de US$ 1 trilhão se intensifica .;Google;ORG; de; Alphabet;ORG
"A gigante de buscas dos EUA está formando uma parceria com o HDFC Bank , o ICICI Bank , o Kotak Mahindra Bank e o Federal Bank para oferecer empréstimos instantâneos e pré-aprovados a clientes ""diretamente e pelo Google Pay em questão de segundos"" , anunciou em uma declaração .";EUA;PLC;; HDFC Bank;ORG
"A gigante de buscas dos EUA está formando uma parceria com o HDFC Bank , o ICICI Bank , o Kotak Mahindra Bank e o Federal Bank para oferecer empréstimos instantâneos e pré-aprovados a clientes ""diretamente e pelo Google Pay em questão de segundos"" , anunciou em uma declaração .";EUA;PLC;; ICICI Bank;ORG
"A gigante de buscas dos EUA está formando uma parceria com o HDFC Bank , o ICICI Bank , o Kotak Mahindra Bank e o Federal Bank para oferecer empréstimos instantâneos e pré-aprovados a clientes ""diretamente e pelo Google Pay em questão de segundos"" , anunciou em uma declaração .";EUA;PLC;; Kotak Mahindra Bank;ORG
"A gigante de buscas dos EUA está formando uma parceria com o HDFC Bank , o ICICI Bank , o Kotak Mahindra Bank e o Federal Bank para oferecer empréstimos instantâneos e pré-aprovados a clientes ""diretamente e pelo Google Pay em questão de segundos"" , anunciou em uma declaração .";EUA;PLC;; Federal Bank;ORG
"""Aprendemos que , quando criamos para a Índia , criamos para o mundo"" , disse Caesar Sengupta , vice-presidente da iniciativa do Google Next Billion Users e do Payments , no evento ""Google for Índia "" em Nova Déli , na terça-feira .";Google Next Billion Users;ORG; vice-presidente de; Caesar Sengupta;PER
"""Aprendemos que , quando criamos para a Índia , criamos para o mundo"" , disse Caesar Sengupta , vice-presidente da iniciativa do Google Next Billion Users e do Payments , no evento ""Google for Índia "" em Nova Déli , na terça-feira .";Payments;ORG;; Caesar Sengupta;PER
Em 2017 , a multinacional Valid , em parceria com a startup israelense Paykey , desenhou para o banco Davivienda , instituição privada da Colômbia com mais de mais de , 6 milhões de clientes , solução que permite ao usuário gerenciar seu dinheiro pelo smartphone sem ter uma conta bancária ou cartão de débito .;Valid;ORG; em parceria com; Paykey;ORG
Em 2017 , a multinacional Valid , em parceria com a startup israelense Paykey , desenhou para o banco Davivienda , instituição privada da Colômbia com mais de mais de , 6 milhões de clientes , solução que permite ao usuário gerenciar seu dinheiro pelo smartphone sem ter uma conta bancária ou cartão de débito .;Valid;ORG;; Davivienda;ORG
Em 2017 , a multinacional Valid , em parceria com a startup israelense Paykey , desenhou para o banco Davivienda , instituição privada da Colômbia com mais de mais de , 6 milhões de clientes , solução que permite ao usuário gerenciar seu dinheiro pelo smartphone sem ter uma conta bancária ou cartão de débito .;Valid;ORG;; Colômbia;PLC
Em 2017 , a multinacional Valid , em parceria com a startup israelense Paykey , desenhou para o banco Davivienda , instituição privada da Colômbia com mais de mais de , 6 milhões de clientes , solução que permite ao usuário gerenciar seu dinheiro pelo smartphone sem ter uma conta bancária ou cartão de débito .;Davivienda;ORG; instituição privada de; Colômbia;PLC
A startup Ripio , que administra carteiras digitais para permitir compra , venda e armazenamento de moedas digitais , anunciou nesta quarta-feira (29 ) uma parceria com o Mercado Pago .;Ripio;ORG; parceria com; Mercado Pago;ORG
O Bradesco oferece conexão 3G gratuita para MEI .;Bradesco;ORG; oferece conexão 3G gratuita para; MEI;ORG
Fintech opera no Brasil desde 2013 e também ajuda a impulsionar micro e pequenos negócios em outros 11 países : Suécia , Finlândia , Dinamarca , Noruega , Reino Unido , Alemanha , Espanha , México , Holanda , França e Itália .;Fintech;ORG; opera em; Brasil;PLC
A iZettle está em 26º lugar entre as 1000 fintechs mais inovadoras do mundo , segundo ranking da consultoria KPMG , e em 21º lugar entre as 1. 0 empresas que mais crescem na Europa .;iZettle;ORG; em; Europa;PLC
Itaú Unibanco fechou uma parceria com a francesa Edenred que garante exclusividade na distribuição dos produtos da Ticket Serviços no Brasil para a sua base de clientes pessoas jurídicas , anunciou o banco brasileiro nesta quarta-feira .;Itaú Unibanco;ORG; fechou uma parceria com; Edenred;ORG
Itaú Unibanco fechou uma parceria com a francesa Edenred que garante exclusividade na distribuição dos produtos da Ticket Serviços no Brasil para a sua base de clientes pessoas jurídicas , anunciou o banco brasileiro nesta quarta-feira .;Itaú Unibanco;ORG;; Ticket Serviços;ORG
Itaú Unibanco fechou uma parceria com a francesa Edenred que garante exclusividade na distribuição dos produtos da Ticket Serviços no Brasil para a sua base de clientes pessoas jurídicas , anunciou o banco brasileiro nesta quarta-feira .;Itaú Unibanco;ORG;; Brasil;PLC
Itaú Unibanco fechou uma parceria com a francesa Edenred que garante exclusividade na distribuição dos produtos da Ticket Serviços no Brasil para a sua base de clientes pessoas jurídicas , anunciou o banco brasileiro nesta quarta-feira .;Ticket Serviços;ORG; em; Brasil;PLC
Microsoft e o Nubank anunciaram uma parceria inusitada permitindo aos usuários da Microsoft Store que “apaguem” seus gastos com Office , Xbox Live , jogos e outros produtos através do Nubank Rewards .;Microsoft;ORG; e; Nubank;ORG
A Via Varejo , dona das redes de lojas de eletrodomésticos Casas Bahia e Ponto Frio , vai disputar o mercado de serviços financeiros digitais .;Via Varejo;ORG;dona das redes de lojas; Casas Bahia;ORG
A Via Varejo , dona das redes de lojas de eletrodomésticos Casas Bahia e Ponto Frio , vai disputar o mercado de serviços financeiros digitais .;Via Varejo;ORG;dona das redes de lojas; Ponto Frio;ORG
A Diebold Nixdorf (DN) anuncia sua parceria com a Mastercard para testar dois serviços que fornecem dinheiro a quem precisa .;Diebold Nixdorf (DN);ORG; sua parceria com; Mastercard;ORG
